Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK
Level,,,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity
Item,,,Production of photovoltaic plants,Production of onshore wind plants,Production of offshore wind plants,Production of electricity by Geothermal,Production of electricity by biomass and waste,Production of electricity by coal,Production of electricity by gas,Production of electricity by hydro,Production of electricity by nuclear,Production of electricity by petroleum and other oil derivatives,Production of electricity by solar photovoltaic,Production of electricity by solar thermal,"Production of electricity by tide, wave, ocean",Production of electricity by wind,Production of electricity nec
Region,Level,Item,,,,,,,,,,,,,,,
China,Activity,Activities auxiliary to financial intermediation (67),6.204013496349308e-11,3.391681662627147e-11,1.768642961062364e-11,3.433633351434774e-12,2.84705820786403e-12,3.214497944737028e-12,3.849684093417569e-12,1.7766662332308114e-12,1.5097402805746892e-12,3.2311392855437476e-12,2.6658219018806094e-11,1.1736287104441444e-12,1.2488010792281827e-12,7.75080068440488e-12,2.4360439275003954e-12
China,Activity,Activities of membership organisation n.e.c. (91),1.292653856951994e-10,2.553026743773319e-11,1.3992189547772747e-11,2.323576717040345e-12,2.4479357605070636e-12,3.513541493402864e-12,3.6793362417092925e-12,1.4705722780510328e-12,1.2923810986383456e-12,3.4130624376550226e-12,5.4615446757283504e-11,1.1915166770176509e-12,1.0569601605532327e-12,6.167040544428122e-12,2.1080612213298013e-12
China,Activity,Air transport (62),6.338827213844172e-08,3.258756508271198e-08,1.7940999191464665e-08,3.3063304897438007e-09,4.316036553380602e-09,4.1817493784645994e-09,5.351600379693941e-09,2.425285900948589e-09,2.418158522736185e-09,4.4490205805046034e-09,2.769090168374381e-08,2.453018627105181e-09,2.619640111606672e-09,8.297534574634882e-09,3.554240598157941e-09
China,Activity,Aluminium production,9.777421943617127e-09,7.725906364533702e-09,3.764424171216056e-09,3.128023108183544e-10,3.6642097355720807e-10,4.784940243533747e-10,5.497995729999566e-10,2.2931137663217837e-10,2.078851360821966e-10,4.2487858024692863e-10,4.183304015062144e-09,1.277418673380377e-10,1.490332643967307e-10,1.599427994229798e-09,3.357601217009438e-10
China,Activity,Animal products nec,1.4400497378538596e-10,5.3132879978928094e-11,3.348393351837585e-11,1.737659422857968e-11,1.2499484410482921e-11,1.2555041632725582e-11,1.5722177835273633e-11,7.494098050639933e-12,5.7652546091907066e-12,1.4123502400348882e-11,6.307909921766714e-11,7.650255608694267e-12,5.596833315082706e-12,1.5814543797544308e-11,1.0030377388225373e-11
China,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,Casting of metals,9.150920732761105e-09,3.794167984210361e-08,1.7249237019083514e-08,7.458060947936518e-10,1.0899481322535941e-09,1.4868080480804111e-09,1.5552159757707842e-09,6.777342481559937e-10,6.186482012406625e-10,1.2178427750421588e-09,4.143744148817301e-09,3.551034595494781e-10,4.4354475437697117e-10,7.3024612813488875e-09,9.902620074569835e-10
China,Activity,Cattle farming,1.055472992281469e-10,4.353947092586888e-11,2.5743903031872107e-11,9.263281716718916e-12,7.196074302742047e-12,7.631896265739567e-12,9.234188978508873e-12,4.341678107871984e-12,3.450761829729573e-12,8.216554689589294e-12,4.582869834411975e-11,3.2137666396917362e-12,3.084696495269833e-12,1.1622794428484475e-11,5.777895519128944e-12
China,Activity,Chemicals nec,2.1986140326782517e-07,4.8516020276250434e-08,2.9011869679596755e-08,2.5116155503993065e-08,1.0850022052868511e-08,8.27401807760291e-09,1.3452541375596773e-08,7.129322361843936e-09,4.9883790930608925e-09,1.320041387135139e-08,9.388664132915158e-08,3.1847349865260872e-09,4.895696789384088e-09,1.3920474532499694e-08,8.60265450099206e-09
China,Activity,"Collection, purification and distribution of water (41)",2.5582735543711774e-10,7.192591608570319e-11,3.9208093006979515e-11,6.764160079435773e-12,6.013195357213378e-12,6.997684900770492e-12,8.263362795253476e-12,3.719927174970741e-12,3.237039054973693e-12,6.97886167931081e-12,1.0833047976256674e-10,2.4569730948918745e-12,2.6416757152259697e-12,1.6703255207045262e-11,5.2469587278917654e-12
China,Activity,"Composting of food waste, incl. land application",1.2447549488697946e-11,3.849620917121e-12,2.0478697564816428e-12,3.4601821334059807e-13,4.1094181783437604e-13,8.557074877625307e-13,5.283114205919287e-13,2.5196346651580617e-13,2.293261920148825e-13,4.5263841632919745e-13,5.308706693703966e-12,2.335731998941866e-13,1.689151549787957e-13,9.301910945420526e-13,3.478060446273804e-13
China,Activity,"Composting of paper and wood, incl. land application",5.552594044480564e-13,1.6712174843170976e-13,8.852859647765743e-14,1.3686400664190032e-14,1.608003894126012e-14,1.831465598324667e-14,2.2343241309661223e-14,9.660238117727787e-15,8.883204779003245e-15,1.731445033084942e-14,2.363303083144895e-13,9.492677470790656e-15,6.382644994215361e-15,3.9558617752561705e-14,1.3580738461078198e-14
