Region,,,China,China,China,China,China,China,China,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,RoW,RoW,RoW,RoW,RoW,RoW,RoW,USA,USA,USA,USA,USA,USA,USA
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by government,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by government,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by government,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Gross fixed capital formation,Changes in inventories,Changes in valuables,Exports: Total (fob),Final consumption expenditure by government,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households (NPISH),Gross fixed capital formation
Region,Level,Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Sector,Activities auxiliary to financial intermediation (67),0.0,0.0,0.0,14318529785.040749,3382176194.5770917,19230977660.731564,0.0,0.0,0.0,0.0,0.0019462522197599788,7708212.513691941,0.0,18661.747698614334,0.0,0.0,0.0,7619863.884915135,12411128.358628886,3670361.0775640826,140843.48123140604,0.0,0.0,0.0,0.0,3388808.0720075197,0.0,0.0
China,Sector,Activities of membership organisation n.e.c. (91),0.0,0.0,0.0,2367386954.6097083,0.0,145798343109.46533,0.0,0.0,0.0,0.0,152083.29613964015,166346.42219294852,20713470.970537517,0.0,0.0,0.0,0.0,1578216.8135760739,9218646.839846529,10777950.963589715,0.0,0.0,0.0,0.0,0.0,3042238.482103021,0.0,0.0
China,Sector,Air transport (62),332838308.942567,0.0,0.0,884344498.8811647,5456594016.5135355,133755302.1111088,1216569667.9860337,25902.81232862832,0.0,0.0,8143676.949137101,1529193158.3912077,24419.344671066643,173766.69697705173,8503075.10546631,0.0,0.0,2581378.145823414,1058944269.0014904,925286.7907549969,73356542.46844238,544425.6740145354,0.0,0.0,0.0,506807206.1211669,0.0,818352.5027064341
China,Sector,Aluminium production,1500426095.9142296,0.0,0.0,0.0,0.0,0.0,0.0,13388062.347208597,0.0,0.0,0.0,281194.4711070613,0.0,3327810.4544347255,30118477.268118124,0.0,0.0,0.0,6398019.7166325515,0.0,98752848.89575078,1273398.6726338698,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,Animal products nec,125865667.16450886,0.0,0.0,206495.87864106573,1416183706.1158967,385606.3927147493,31542460781.848835,1589476.2320446586,0.0,0.0,182806.76106103318,96492545.378141,496888.24031283817,0.0,781622.2705825969,0.0,0.0,6423.967212345476,66692182.31867284,1327.6448571421165,42836280.702856876,180864.8461547108,0.0,0.0,0.0,13297604.155918779,0.0,0.0
China,Sector,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,Casting of metals,330358591.6710095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,Cattle farming,298902030.7210807,0.0,0.0,758322067.9873737,0.0,991246691.4753507,19080987398.855335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4844328947267553,0.008349036745577545,25.219686690594006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,Chemicals nec,84249110.78372735,0.0,0.0,0.0,0.0,0.0,0.0,60735963.204568096,0.0,0.0,874079712.4047414,600245222.602585,353814.70624885114,39013.71968366164,367408865.17478335,0.0,0.0,662536556.1238928,33418538812.86263,700747141.8802487,733071.9450316454,1640433.0990902996,0.0,0.0,0.0,5653664886.692956,0.0,61619345.98775469
China,Sector,"Collection, purification and distribution of water (41)",0.0,0.0,0.0,0.0,12422774072.379837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Sector,"Composting of food waste, incl. land application",0.0,0.0,0.0,2328980026.770646,139233911.98648623,157316525.0415821,0.0,129.16773368158493,0.0,0.0,211536.68599132748,642600.7762331127,5155.992166054522,3115.3914619502207,198363.14034622806,0.0,0.0,415477.339409365,363161.378436432,9056.836438609665,0.0,0.0,0.0,0.0,0.0,101656.64336678864,0.0,0.0
China,Sector,"Composting of paper and wood, incl. land application",0.0,0.0,0.0,64442371.90361272,72999689.79122618,56803159.64468932,0.0,0.0,0.0,0.0,0.0019246708961186973,0.3871008705132924,0.0,0.0010505413937275329,0.0,0.0,0.0,0.09394573662754406,77.52533585396117,0.10834929072145887,0.0,0.0,0.0,0.0,0.0,411666.00773232477,0.0,0.0
