Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK
Level,,,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity
Item,,,Production of photovoltaic plants,Production of onshore wind plants,Production of offshore wind plants,Production of electricity by Geothermal,Production of electricity by biomass and waste,Production of electricity by coal,Production of electricity by gas,Production of electricity by hydro,Production of electricity by nuclear,Production of electricity by petroleum and other oil derivatives,Production of electricity by solar photovoltaic,Production of electricity by solar thermal,"Production of electricity by tide, wave, ocean",Production of electricity by wind,Production of electricity nec
Region,Level,Item,,,,,,,,,,,,,,,
China,Activity,Activities auxiliary to financial intermediation (67),1.4203810244140013e-05,7.755342599211395e-06,4.044519494574734e-06,7.857272261293938e-07,6.522740638495326e-07,7.358161241521613e-07,8.812555824145332e-07,4.06770446462416e-07,3.45988126822332e-07,7.39746205508519e-07,8.077569404270232e-06,2.687939487045761e-07,2.866937648191654e-07,2.568884799303268e-06,5.578712708656135e-07
China,Activity,Activities of membership organisation n.e.c. (91),9.721472207566203e-06,1.918704499551559e-06,1.0516860526131443e-06,1.747889289821289e-07,1.8430376060986265e-07,2.6428885274417113e-07,2.767732947677247e-07,1.1065686112065237e-07,9.73281349950902e-08,2.56741956053943e-07,5.4586328403349095e-06,8.966507083115307e-08,7.97301420765537e-08,6.654814132157219e-07,1.586525694006567e-07
China,Activity,Air transport (62),0.001601322970432399,0.0008222234717265174,0.00045271227685387904,8.348813547420535e-05,0.00010903347692822814,0.00010559490045589952,0.00013513168124269006,6.124797776630067e-05,6.109499741853356e-05,0.00011235119599134995,0.0009220949197795112,6.19367113486593e-05,6.62179361995014e-05,0.00029611191160892734,8.976748318463738e-05
China,Activity,Aluminium production,0.0009839620903515512,0.0007762543654061752,0.00037826516449031224,3.149043611538846e-05,3.6940898623305076e-05,4.8153164150813735e-05,5.533936183647565e-05,2.3091625198015608e-05,2.0962982896763868e-05,4.2780619155505797e-05,0.0005577668141294054,1.2877462968176642e-05,1.5085845268733917e-05,0.00023788041750847519,3.3819011042525024e-05
China,Activity,Animal products nec,7.110601669958722e-06,2.620891973263537e-06,1.6517833855426885e-06,8.572970683237868e-07,6.169963787936536e-07,6.195710080452781e-07,7.758502384236963e-07,3.6983249092125374e-07,2.846546177443189e-07,6.969682642152024e-07,4.102953833713551e-06,3.7749794856029933e-07,2.764839474991113e-07,1.0766993007056286e-06,4.950551633161308e-07
China,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,Casting of metals,0.000819489276125804,0.0033755879616252076,0.0015347790444926815,6.661286806229372e-05,9.749453323071398e-05,0.00013258505257471732,0.00013878063221094253,6.051358714348949e-05,5.5358699565631756e-05,0.0001087317138312519,0.00048491748635307865,3.176837597295444e-05,3.993059383884605e-05,0.0009747020652635728,8.845270103709071e-05
China,Activity,Cattle farming,4.2743886703210855e-06,1.761335032738036e-06,1.0415199482521944e-06,3.7485993723964435e-07,2.914023585594184e-07,3.0892190200581965e-07,3.7378148003196165e-07,1.757554372487898e-07,1.3977786056057608e-07,3.325974636412878e-07,2.4500384208933236e-06,1.3010815530176758e-07,1.2505918837361083e-07,6.62930959036392e-07,2.3393339436730777e-07
China,Activity,Chemicals nec,0.018695686765336506,0.004122464047546477,0.002465394724388138,0.002134292212452526,0.0009226126169982534,0.0007035375084202104,0.0011435807225997385,0.000606046711101092,0.0004242893118320008,0.0011221097717819728,0.0105821321060372,0.00027086041355773454,0.00041662315093003716,0.0016366308861106328,0.0007314257269421927
China,Activity,"Collection, purification and distribution of water (41)",1.694516721229095e-05,4.7601796833026e-06,2.595117823991006e-06,4.4805454142257696e-07,3.987770809148627e-07,4.6366960477236923e-07,5.475216457898557e-07,2.4652709774380984e-07,2.1472552730648026e-07,4.6246558284806887e-07,9.530802060847214e-06,1.628932152775575e-07,1.7555711106037775e-07,1.6052486208692206e-06,3.4779895598855505e-07
China,Activity,"Composting of food waste, incl. land application",2.1373100431788463e-06,6.604226602839919e-07,3.513585659024905e-07,5.941486723265869e-08,7.060872527269179e-08,1.4686644161679647e-07,9.07201410849768e-08,4.3270531938036874e-08,3.9408442554122006e-08,7.77318923326486e-08,1.2086101458039298e-06,4.010776770358404e-08,2.9077172253399222e-08,2.2808394996088296e-07,5.97412832001696e-08
China,Activity,"Composting of paper and wood, incl. land application",1.0909591160716021e-07,3.280743618760413e-08,1.738071860786278e-08,2.689449586615898e-09,3.1621213017122732e-09,3.5989841561258308e-09,4.390428861526428e-09,1.8986427728670755e-09,1.7471631581290494e-09,3.402967062688792e-09,6.15975013401157e-08,1.8653499261306574e-09,1.2578936220956742e-09,1.1161717314432126e-08,2.6696881721539717e-09
