Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK
Level,,,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity
Item,,,Production of photovoltaic plants,Production of onshore wind plants,Production of offshore wind plants,Production of electricity by Geothermal,Production of electricity by biomass and waste,Production of electricity by coal,Production of electricity by gas,Production of electricity by hydro,Production of electricity by nuclear,Production of electricity by petroleum and other oil derivatives,Production of electricity by solar photovoltaic,Production of electricity by solar thermal,"Production of electricity by tide, wave, ocean",Production of electricity by wind,Production of electricity nec
Region,Level,Item,,,,,,,,,,,,,,,
China,Activity,Activities auxiliary to financial intermediation (67),1.15546208134964e-12,5.539159707919022e-13,2.884368637161718e-13,3.871421397003735e-14,4.5535082173642147e-14,5.120134532862284e-14,6.331179552280799e-14,2.7834305273367492e-14,2.3082601366639318e-14,5.477734929395004e-14,6.885072001137935e-13,2.0900322292137385e-14,2.05587531273414e-14,1.9046763145636247e-13,3.848246292898805e-14
China,Activity,Activities of membership organisation n.e.c. (91),1.0669142482351951e-14,1.7476729043019077e-15,9.428290710239891e-16,1.1001920025527668e-16,1.3924095789348263e-16,1.8623226853972632e-16,2.1661648231483078e-16,8.254115445738736e-17,7.139527229478639e-17,2.1514524574015286e-16,6.285156492236866e-15,6.85321103832442e-17,6.368971691488791e-17,6.107036023525748e-16,1.2190981808995636e-16
China,Activity,Air transport (62),8.575786926018721e-12,3.870365764949743e-12,2.0745187878490808e-12,2.906688613510608e-13,3.9870074428416575e-13,3.95663709539761e-13,5.038883131991801e-13,2.1323496416952907e-13,2.1871011737284748e-13,4.278850440258071e-13,5.133808245754372e-12,2.1566934489803352e-13,2.4680037114615314e-13,1.382712073485117e-12,3.258166066067754e-13
China,Activity,Aluminium production,6.469336818140413e-12,5.090063221950047e-12,2.493276871615803e-12,1.8260285566768457e-13,2.3485843116508694e-13,3.117475686380989e-13,3.563861927724102e-13,1.432135824509844e-13,1.267606339128996e-13,2.8724224540919767e-13,3.8549269580680885e-12,1.0881955769164814e-13,9.706884011189778e-14,1.6377479894825482e-12,2.157827356855016e-13
China,Activity,Animal products nec,2.104568156673593e-13,7.3629857942962e-14,4.4622260378074564e-14,1.2822111598427151e-14,1.437411896645304e-14,1.4784991249908193e-14,1.8722047547333133e-14,8.697660318823649e-15,6.552712338621701e-15,1.738326533372306e-14,1.2703368976183403e-13,6.67055422510307e-15,6.370614105307639e-15,2.992108728760015e-14,1.1496774445043126e-14
China,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,Casting of metals,9.593915411121845e-13,3.8540291053364315e-12,1.7294576477408177e-12,6.348477195563147e-14,9.859401533323015e-14,1.3724200057756992e-13,1.4134151025272564e-13,5.888310962456808e-14,5.298220534704269e-14,1.16342720796653e-13,5.909170757944336e-13,4.4395568920563337e-14,4.0509213236927663e-14,1.1552895041536397e-12,8.800770756472565e-14
China,Activity,Cattle farming,1.3335749052164503e-12,4.231269034862066e-13,2.5177505511345014e-13,6.059550850193496e-14,6.802068216015715e-14,7.211384782110497e-14,9.424153990542097e-14,4.197937276092784e-14,3.111620493370789e-14,8.407482731459176e-14,7.977480356294584e-13,2.8024122197661264e-14,2.956122919059089e-14,1.6507703681077477e-13,5.377240481761964e-14
China,Activity,Chemicals nec,1.5221885929826695e-11,3.205613179303119e-12,1.9359026451758356e-12,8.712948240233763e-13,7.97721971684149e-13,6.32136968396886e-13,1.0479352828381985e-12,5.27656877235251e-13,3.562114231045664e-13,1.0135339951672776e-12,9.061862068847223e-12,2.7566174316694137e-13,3.5761679360392943e-13,1.3551929125035604e-12,6.232976052847813e-13
China,Activity,"Collection, purification and distribution of water (41)",9.61554847038719e-14,2.2888036558461637e-14,1.2350947281318744e-14,1.773437985186657e-15,1.9914395453111243e-15,2.2805705405600425e-15,2.8408985471728234e-15,1.2353245134134194e-15,1.0079485159275979e-15,2.56267881278651e-15,5.6808462922613823e-14,9.145208443352208e-16,8.908411424660751e-16,8.0566495335245e-15,1.7373360235787443e-15
China,Activity,"Composting of food waste, incl. land application",4.676465223322346e-14,8.340833134504592e-15,4.671142595406289e-15,7.480769643586841e-16,8.793440942971011e-16,1.0456876155079257e-15,1.1762759142306954e-15,5.714643023617518e-16,4.4945177749979905e-16,1.4565625629367947e-15,2.7607621501945136e-14,4.433591992165545e-16,3.8077980974136e-16,3.0620245044198736e-15,7.381435882510018e-16
China,Activity,"Composting of paper and wood, incl. land application",9.686626911102454e-15,1.5865138961392995e-15,8.696427313524143e-16,1.1122958870578505e-16,1.3260241286755932e-16,1.7555568258109303e-16,2.076233818461017e-16,8.043421512056059e-17,6.613023219887379e-17,1.993488071126631e-16,5.7095133324604005e-15,6.302875360609285e-17,5.931804083587796e-17,5.58826690750068e-16,1.1312918125471998e-16
