Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK
Level,,,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity
Item,,,Production of photovoltaic plants,Production of onshore wind plants,Production of offshore wind plants,Production of electricity by Geothermal,Production of electricity by biomass and waste,Production of electricity by coal,Production of electricity by gas,Production of electricity by hydro,Production of electricity by nuclear,Production of electricity by petroleum and other oil derivatives,Production of electricity by solar photovoltaic,Production of electricity by solar thermal,"Production of electricity by tide, wave, ocean",Production of electricity by wind,Production of electricity nec
Region,Level,Item,,,,,,,,,,,,,,,
China,Activity,Activities auxiliary to financial intermediation (67),6.115403067591049e-11,3.241108684877711e-11,1.6746517924898043e-11,3.277238207551058e-12,2.34086253881565e-12,2.8144256558820806e-12,3.875161800664992e-12,1.666387496875268e-12,1.2584729582374471e-12,2.8636549300805064e-12,2.045579954183906e-11,1.0625557798189247e-12,8.839509763253845e-13,5.3342018050031776e-12,2.073284949463923e-12
China,Activity,Activities of membership organisation n.e.c. (91),1.7577756485955535e-10,2.5898602989858585e-11,1.4453136257861089e-11,2.3493221725832743e-12,2.2051642820014032e-12,3.2687480072756317e-12,4.18275217667877e-12,1.4018135708696078e-12,1.1457881161469543e-12,2.8987400715500525e-12,5.776858462042547e-11,1.0864347988349127e-12,8.847727170780767e-13,4.5229103312149375e-12,1.914168605004176e-12
China,Activity,Air transport (62),8.230238967541333e-08,3.918362851772017e-08,2.0561299066002198e-08,3.1857761051036396e-09,3.830596713164958e-09,3.979530098742737e-09,5.283496309306929e-09,2.123359510125077e-09,2.241916162782946e-09,3.917963992394877e-09,2.773837022022892e-08,2.108368601252231e-09,2.282705098157594e-09,6.9082899193853006e-09,3.330893855040643e-09
China,Activity,Aluminium production,1.2702589692884972e-08,1.0614041704125484e-08,5.115057052503061e-09,3.86977343459742e-10,4.5630142376858047e-10,6.272095908738649e-10,7.815864409772976e-10,2.8420620972268094e-10,2.570752945392738e-10,5.324161512136932e-10,4.247882307174148e-09,2.0692655618512995e-10,1.751395715063113e-10,1.583228249601748e-09,4.2970275969133597e-10
China,Activity,Animal products nec,2.4343490104787175e-10,8.288040987316075e-11,4.844068077248843e-11,1.730334462156009e-11,1.2129033572794654e-11,1.3915096265356742e-11,1.9132157922329945e-11,8.58137971096896e-12,5.8006548399133825e-12,1.4611063225773305e-11,8.211330008360089e-11,6.0166800876600496e-12,4.4449098699338235e-12,1.6243612378079114e-11,9.954773388875664e-12
China,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Activity,Casting of metals,1.1953571688504117e-08,5.0186765892686335e-08,2.2713790240504424e-08,9.321885107779338e-10,1.3555966537739542e-09,1.964597243277358e-09,2.2135020917451905e-09,8.252061523660009e-10,7.631242032383743e-10,1.5055366742923664e-09,4.2537122567194905e-09,6.008105649585216e-10,5.256036809382408e-10,6.925488862624931e-09,1.264107521353223e-09
China,Activity,Cattle farming,1.1251958833029727e-10,3.873751895137565e-11,2.2412286689238505e-11,7.247031819414349e-12,4.659395984729418e-12,5.462588206254575e-12,7.857100326891486e-12,3.5108701242319988e-12,2.2953645877214076e-12,5.83255930906419e-12,3.770563888369536e-11,1.9415947944507797e-12,1.6162898394195698e-12,7.209155555365062e-12,3.847867782081142e-12
China,Activity,Chemicals nec,2.8475908738693867e-07,5.8418163779077224e-08,3.532108829663191e-08,3.287150738178106e-08,1.1707104005541626e-08,1.0170349335586564e-08,2.1431670512865533e-08,1.1219670318405273e-08,5.629943927203585e-09,1.7590347224492565e-08,9.447726109863439e-08,3.784522882678744e-09,3.3882718994256845e-09,1.256715478805554e-08,9.507077925768566e-09
China,Activity,"Collection, purification and distribution of water (41)",1.3247707080218618e-10,2.840107989992974e-11,1.536274897100507e-11,2.6522558083609807e-12,1.9755908901789058e-12,2.551870898795996e-12,3.3347678918464843e-12,1.3823065558485757e-12,1.0657133620144478e-12,2.496248392341868e-12,4.355306534637599e-11,8.90669245822578e-13,7.576109883066221e-13,4.725559277322047e-12,1.7652479452575853e-12
China,Activity,"Composting of food waste, incl. land application",1.9476833217738647e-11,2.660456433006703e-12,1.576513225690101e-12,3.3061017237342165e-13,2.984247544477985e-13,4.547286278055868e-13,5.498900455173976e-13,2.0506877874034662e-13,1.5844736630355944e-13,4.070479441073608e-13,6.430685594512734e-12,1.536561777421844e-13,1.1278544264755367e-13,5.108326108669265e-13,2.603277352182394e-13
China,Activity,"Composting of paper and wood, incl. land application",8.742476684969038e-13,1.2898828155857e-13,7.472724946406834e-14,1.465484691167563e-14,1.19596207631408e-14,1.977018011839543e-14,2.4330703056536947e-14,8.080667952806567e-15,6.046689680397247e-15,1.576076673478016e-14,2.885022655271405e-13,6.019451887607327e-15,4.618381853154009e-15,2.3145339467594873e-14,1.0423458044535252e-14
